assay,num_ground_truth_mutants,raw_ground_truth_rows,invalid_ground_truth_score_rows,invalid_ground_truth_mutant_rows,duplicate_ground_truth_mutants_collapsed,num_predictions,num_selected,num_unique_legal_selected,num_illegal_predictions,num_duplicate_predictions,illegal_predictions_within_budget,duplicate_predictions_within_budget,spearman,NDCG,NMS@5,Recall@5
MEGASCALE_processed_dataset2_3_2D1U.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.7298245614035086,0.9657661397364847,1.0,0.8
MEGASCALE_processed_dataset2_3_2JN4.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.5754458912353648,0.9570673847910498,0.857640381617843,0.0
MEGASCALE_processed_dataset2_3_2JT1.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.18947368421052627,0.9733842657259182,0.9437895987161184,0.6
MEGASCALE_processed_dataset2_3_2K52.pdb_protein_stability|T3_anchor_successor_ranking|0001,73,73,0,0,0,73,5,5,0,0,0,0,0.4747932864371221,0.906421736911122,0.5681465098413719,0.0
MEGASCALE_processed_dataset2_3_2K5N.pdb_protein_stability|T3_anchor_successor_ranking|0001,36,36,0,0,0,36,5,5,0,0,0,0,0.5425997425997426,0.8682066758906403,1.0,0.4
MEGASCALE_processed_dataset2_3_2KCM.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.507017543859649,0.9601073167211163,1.0,0.8
MEGASCALE_processed_dataset2_3_2KT8.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.7894736842105261,0.9893632789658419,1.0,0.8
MEGASCALE_processed_dataset2_3_2KVS.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.7298245614035086,0.9792878744985508,1.0,1.0
MEGASCALE_processed_dataset2_3_2KXD.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.4964912280701753,0.9689136169596562,1.0,0.8
MEGASCALE_processed_dataset2_3_2LSS.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.5649122807017543,0.9912070373999831,1.0,0.8
MEGASCALE_processed_dataset2_3_2LXK.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.14736842105263154,0.7383045670034442,0.7105086695686396,0.2
MEGASCALE_processed_dataset2_3_2M0X.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.9052631578947367,0.9814846103650986,1.0,0.8
MEGASCALE_processed_dataset2_3_2M0Y.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,-0.1255060728744939,0.6371676040221608,0.27272461373648293,0.0
MEGASCALE_processed_dataset2_3_2M2J.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.03184155815734763,0.9361266029741647,1.0,0.4
MEGASCALE_processed_dataset2_3_2M8U.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,-0.20350877192982453,0.7721961587452268,1.0,0.2
MEGASCALE_processed_dataset2_3_2MA4.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.26468979100558043,0.8114146269102377,0.850694445007572,0.2
MEGASCALE_processed_dataset2_3_2O2W.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.6017543859649122,0.9832323557462339,1.0,0.6
MEGASCALE_processed_dataset2_3_2PFU.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.6719298245614034,0.8873507614213582,1.0,0.6
MEGASCALE_processed_dataset2_3_2ROT.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.719298245614035,0.9734534304096846,1.0,0.8
MEGASCALE_processed_dataset2_3_2RRT.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.6052631578947367,0.8839547264320086,0.9946911639137631,0.6
MEGASCALE_processed_dataset2_3_2RU9.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.18947368421052627,0.8498636869745165,0.788618438220273,0.6
MEGASCALE_processed_dataset2_3_3DKM.pdb_protein_stability|T3_anchor_successor_ranking|0001,56,56,0,0,0,56,5,5,0,0,0,0,0.10061517429938482,0.8507526748764688,0.8393481279892729,0.2
MEGASCALE_processed_dataset2_3_3L1X.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.6391290075500601,0.8595979097059183,1.0,0.2
MEGASCALE_processed_dataset2_3_3ZGK.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.9368421052631577,0.9578926283400592,1.0,0.8
PROTEINGYM_A4_HUMAN_Seuma_2022|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.27552355235523557,0.8768804699704279,0.6249626324357495,0.0
PROTEINGYM_CAPSD_AAV2S_Sinai_2021|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.751971197119712,0.9493510221136631,1.0,0.4
PROTEINGYM_D7PM05_CLYGR_Somermeyer_2022|T3_anchor_successor_ranking|0001,31,31,0,0,0,31,5,5,0,0,0,0,0.6329165500829457,0.9306975092970545,0.9289959422755857,0.4
PROTEINGYM_DLG4_HUMAN_Faure_2021|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.5435343534353436,0.9611576927371829,1.0,0.2
PROTEINGYM_GCN4_YEAST_Staller_2018|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.11036303630363038,0.851386806193312,0.9862490674485899,0.4
PROTEINGYM_GFP_AEQVI_Sarkisyan_2016|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.785874587458746,0.9839567258731896,0.9870275075326189,0.2
PROTEINGYM_GRB2_HUMAN_Faure_2021|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.7685568556855686,0.9636239428500936,1.0,0.2
