assay,num_ground_truth_mutants,raw_ground_truth_rows,invalid_ground_truth_score_rows,invalid_ground_truth_mutant_rows,duplicate_ground_truth_mutants_collapsed,num_predictions,num_selected,num_unique_legal_selected,num_illegal_predictions,num_duplicate_predictions,illegal_predictions_within_budget,duplicate_predictions_within_budget,spearman,NDCG,NMS@5,Recall@5
MEGASCALE_processed_dataset2_3_2AMI.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.5318962687383739,0.9395213760153979,1.0,0.6
MEGASCALE_processed_dataset2_3_2D1U.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.8421052631578946,0.9834809473340805,1.0,0.8
MEGASCALE_processed_dataset2_3_2JN4.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.5163584637268847,0.9486138101574193,0.857640381617843,0.0
MEGASCALE_processed_dataset2_3_2JT1.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.16315789473684209,0.9681029768652594,0.9437895987161184,0.6
MEGASCALE_processed_dataset2_3_2K52.pdb_protein_stability|T3_anchor_successor_ranking|0001,73,73,0,0,0,73,5,5,0,0,0,0,0.4955572010366531,0.9282781994540933,0.6724192607125278,0.4
MEGASCALE_processed_dataset2_3_2K5N.pdb_protein_stability|T3_anchor_successor_ranking|0001,36,36,0,0,0,36,5,5,0,0,0,0,0.4465894465894466,0.8477816750339295,1.0,0.2
MEGASCALE_processed_dataset2_3_2KCM.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.4385964912280701,0.9378550195207649,1.0,0.6
MEGASCALE_processed_dataset2_3_2KT8.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.8157894736842104,0.9931950086291869,1.0,0.8
MEGASCALE_processed_dataset2_3_2KVS.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.6999999999999998,0.9662818100525955,0.9763799782507145,0.8
MEGASCALE_processed_dataset2_3_2KXD.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.6578947368421051,0.9641262852330751,1.0,0.6
MEGASCALE_processed_dataset2_3_2LSS.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.5649122807017543,0.9926275982017185,1.0,0.8
MEGASCALE_processed_dataset2_3_2LXK.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.1157894736842105,0.7477856770320842,0.7105086695686396,0.2
MEGASCALE_processed_dataset2_3_2M0X.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.8350877192982454,0.9593524043321974,1.0,0.6
MEGASCALE_processed_dataset2_3_2M0Y.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,-0.07167086114454534,0.6521625507961888,0.5478088702949517,0.2
MEGASCALE_processed_dataset2_3_2M2J.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.057227267753583534,0.927493708457814,1.0,0.4
MEGASCALE_processed_dataset2_3_2M8U.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,-0.20877192982456136,0.7375227995679021,0.5011009221309051,0.0
MEGASCALE_processed_dataset2_3_2MA4.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.10537257905678957,0.7968045094372058,0.6745627071624232,0.0
MEGASCALE_processed_dataset2_3_2O2W.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.3403508771929824,0.973467187584053,0.9919099896927671,0.2
MEGASCALE_processed_dataset2_3_2PFU.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.8614035087719296,0.9467260486363309,1.0,0.6
MEGASCALE_processed_dataset2_3_2ROT.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.6859649122807017,0.9792781319795096,1.0,0.6
MEGASCALE_processed_dataset2_3_2RRT.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.4017543859649122,0.8589296238329813,0.9946911639137631,0.2
MEGASCALE_processed_dataset2_3_2RU9.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,-0.015789473684210523,0.7876034139242631,0.7243240013128722,0.4
MEGASCALE_processed_dataset2_3_3DKM.pdb_protein_stability|T3_anchor_successor_ranking|0001,56,56,0,0,0,56,5,5,0,0,0,0,-0.07491455912508545,0.8440911281830542,0.8393481279892729,0.2
MEGASCALE_processed_dataset2_3_3L1X.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.7201006674690884,0.9417043006100708,1.0,0.4
MEGASCALE_processed_dataset2_3_3ZGK.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.9771929824561402,0.9879563726075037,1.0,0.8
PROTEINGYM_A4_HUMAN_Seuma_2022|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.37128112811281133,0.9178854163459371,0.700130122237797,0.0
PROTEINGYM_CAPSD_AAV2S_Sinai_2021|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.5651725172517252,0.8915316876118762,0.6732892345015535,0.0
PROTEINGYM_D7PM05_CLYGR_Somermeyer_2022|T3_anchor_successor_ranking|0001,31,31,0,0,0,31,5,5,0,0,0,0,0.6885841625185393,0.9392052431304019,0.9289959422755857,0.2
PROTEINGYM_DLG4_HUMAN_Faure_2021|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.1965556555655566,0.9335809840117038,0.8129646514151454,0.0
PROTEINGYM_GCN4_YEAST_Staller_2018|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.2220462046204621,0.8344199008088414,0.9862490674485899,0.2
PROTEINGYM_GFP_AEQVI_Sarkisyan_2016|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.6349234923492351,0.906402734831662,0.9364757776782583,0.0
PROTEINGYM_GRB2_HUMAN_Faure_2021|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.6727512751275129,0.952742215658927,1.0,0.2
PROTEINGYM_HIS7_YEAST_Pokusaeva_2019|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.40323607295954617,0.9608204395604248,0.8409059081682211,0.2
PROTEINGYM_PABP_YEAST_Melamed_2013|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.351624217295964,0.8655781505898557,0.5179744889105892,0.0
PROTEINGYM_PHOT_CHLRE_Chen_2023|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.7241884188418843,0.9660132220488298,1.0,0.2
PROTEINGYM_Q6WV12_9MAXI_Somermeyer_2022|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.09492949294929495,0.8213822850083592,0.6867406591800176,0.0
PROTEINGYM_Q8WTC7_9CNID_Somermeyer_2022|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.17068106810681072,0.8746123991236605,0.7092239464308902,0.0
PROTEINGYM_RASK_HUMAN_Weng_2022_abundance|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.35438343834383446,0.846065840868064,0.44892879219754805,0.0
PROTEINGYM_RASK_HUMAN_Weng_2022_binding-DARPin_K55|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.3450465046504651,0.9236731193297752,0.6846506186889216,0.0
PROTEINGYM_SPG1_STRSG_Olson_2014|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.4926824807669356,0.9822553687781717,1.0,0.4
PROTEINGYM_YAP1_HUMAN_Araya_2012|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.5598799879988,0.8214427002328162,0.9718406412129753,0.2
TARGET_DMS_TrpB_FLIP2_active_site_by_position|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.3236723672367237,0.8259374521972201,0.7155398107524875,0.4
