assay,num_ground_truth_mutants,raw_ground_truth_rows,invalid_ground_truth_score_rows,invalid_ground_truth_mutant_rows,duplicate_ground_truth_mutants_collapsed,num_predictions,num_selected,num_unique_legal_selected,num_illegal_predictions,num_duplicate_predictions,illegal_predictions_within_budget,duplicate_predictions_within_budget,spearman,NDCG,NMS@5,Recall@5
PROTEINGYM_A4_HUMAN_Seuma_2022,100,100,0,0,0,100,5,5,0,0,0,0,0.4657065706570658,0.8975461289887114,0.7079237494851222,0.0
PROTEINGYM_CAPSD_AAV2S_Sinai_2021,100,100,0,0,0,100,5,5,0,0,0,0,0.35444344434443453,0.9079635863387746,0.7754674106744744,0.0
PROTEINGYM_GCN4_YEAST_Staller_2018,100,100,0,0,0,100,5,5,0,0,0,0,0.41530153015301535,0.8327936254677569,0.4997947889902811,0.0
PROTEINGYM_GFP_AEQVI_Sarkisyan_2016,100,100,0,0,0,100,5,5,0,0,0,0,0.6858085808580859,0.9655896437639534,0.9580125484380103,0.2
PROTEINGYM_GRB2_HUMAN_Faure_2021,100,100,0,0,0,100,5,5,0,0,0,0,0.5774497449744975,0.9528985560036569,0.9694648227519135,0.4
PROTEINGYM_PABP_YEAST_Melamed_2013,100,100,0,0,0,100,5,5,0,0,0,0,0.7463426342634265,0.9243038269608268,0.8386505586917563,0.4
PROTEINGYM_PHOT_CHLRE_Chen_2023,100,100,0,0,0,100,5,5,0,0,0,0,0.7828142814281429,0.9681672550017244,1.0,0.2
PROTEINGYM_Q6WV12_9MAXI_Somermeyer_2022,100,100,0,0,0,100,5,5,0,0,0,0,0.05351399357113341,0.795235611546704,0.639557948569032,0.0
PROTEINGYM_Q8WTC7_9CNID_Somermeyer_2022,100,100,0,0,0,100,5,5,0,0,0,0,0.2525682876664056,0.8275515240579004,0.5771396548136937,0.0
PROTEINGYM_RASK_HUMAN_Weng_2022_abundance,100,100,0,0,0,100,5,5,0,0,0,0,0.3765736573657366,0.8974025026983613,0.8168362164244818,0.2
PROTEINGYM_RASK_HUMAN_Weng_2022_binding-DARPin_K55,100,100,0,0,0,100,5,5,0,0,0,0,0.5687368736873688,0.9532444792832244,1.0,0.2
PROTEINGYM_YAP1_HUMAN_Araya_2012,100,100,0,0,0,100,5,5,0,0,0,0,0.5352775277527754,0.7798878313226326,0.4447711062532046,0.0
TARGET_DMS_TrpB_FLIP2_active_site_by_position,100,100,0,0,0,100,5,5,0,0,0,0,0.2766516651665167,0.9022107423989432,0.7901675638489066,0.6
