setting,num_assays,num_queries,spearman,NDCG,NMS@5,Recall@5,missing_assays,unknown_assays,assays_below_budget,assays_with_incomplete_candidate_ranking,mean_illegal_predictions_within_budget,mean_duplicate_predictions_within_budget,total_invalid_ground_truth_score_rows,total_invalid_ground_truth_mutant_rows,total_duplicate_ground_truth_mutants_collapsed
T4_single_context_combo_ranking,29,29,0.38207673675661624,0.8809046313343305,0.821239164404907,0.2551724137931035,0,0,0,0,0.0,0.0,0,0,0
