assay,num_ground_truth_mutants,raw_ground_truth_rows,invalid_ground_truth_score_rows,invalid_ground_truth_mutant_rows,duplicate_ground_truth_mutants_collapsed,num_predictions,num_selected,num_unique_legal_selected,num_illegal_predictions,num_duplicate_predictions,illegal_predictions_within_budget,duplicate_predictions_within_budget,spearman,NDCG,NMS@5,Recall@5
MEGASCALE_processed_dataset2_3_2AMI.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.5835430572272676,0.9472169309806024,1.0,0.6
MEGASCALE_processed_dataset2_3_2D1U.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.819298245614035,0.978411566804654,1.0,0.8
MEGASCALE_processed_dataset2_3_2JN4.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.43057227267753573,0.9451336379442578,0.857640381617843,0.0
MEGASCALE_processed_dataset2_3_2JT1.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.11929824561403507,0.9621038070373389,0.9437895987161184,0.6
MEGASCALE_processed_dataset2_3_2K52.pdb_protein_stability|T3_anchor_successor_ranking|0001,73,73,0,0,0,73,5,5,0,0,0,0,0.35169073182771815,0.9149598097249098,0.7092587324517902,0.6
MEGASCALE_processed_dataset2_3_2K5N.pdb_protein_stability|T3_anchor_successor_ranking|0001,36,36,0,0,0,36,5,5,0,0,0,0,0.3583011583011583,0.9014080849956356,1.0,0.4
MEGASCALE_processed_dataset2_3_2KCM.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.46140350877192976,0.9516378921567347,1.0,0.6
MEGASCALE_processed_dataset2_3_2KT8.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.8368421052631577,0.9943761378222289,1.0,0.8
MEGASCALE_processed_dataset2_3_2KVS.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.6052631578947367,0.9594825815975226,0.9763799782507145,0.8
MEGASCALE_processed_dataset2_3_2KXD.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.419298245614035,0.9443337582195664,1.0,0.8
MEGASCALE_processed_dataset2_3_2LSS.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.4929824561403508,0.9902990616682562,1.0,0.8
MEGASCALE_processed_dataset2_3_2LXK.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.05438596491228069,0.8178813291920821,0.7105086695686396,0.2
MEGASCALE_processed_dataset2_3_2M0X.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.8438596491228069,0.9637301567899135,1.0,0.8
MEGASCALE_processed_dataset2_3_2M0Y.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,-0.010176168070904911,0.6521296942118825,0.5478088702949517,0.2
MEGASCALE_processed_dataset2_3_2M2J.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.14191924718240506,0.9216039350730779,0.8434228865589405,0.2
